2026-08-14 06:38:05,013 | INFO | MainThread | logging to runs/baseline_decision_tree/run_20260814_063805_decision_tree_sklearn.log
2026-08-14 06:41:27,191 | INFO | MainThread | selected estimator=forest params={'max_depth': None, 'min_samples_leaf': 5, 'n_estimators': 500} by dev_st3_macro_f1=0.511
2026-08-14 06:41:27,191 | INFO | MainThread | tuned per-label thresholds: {'age_restricted_or_prohibited_product': 0.3, 'direct_exhortation': 0.3, 'hfss_food_marketing': 0.2, 'inadequate_disclosure': 0.4, 'insufficient_context': 0.5, 'misleading_claim': 0.35, 'no_flag': 0.45, 'undisclosed_advertising': 0.45}
2026-08-14 06:41:29,736 | INFO | MainThread | === train (fit) ===
2026-08-14 06:41:29,736 | INFO | MainThread | st3_macro_f1=0.701 st3_family_macro_f1=0.809
2026-08-14 06:41:29,736 | INFO | MainThread | === dev (model + threshold selection) ===
2026-08-14 06:41:29,736 | INFO | MainThread | st3_macro_f1=0.511 st3_family_macro_f1=0.582
2026-08-14 06:41:29,736 | INFO | MainThread |   age_restricted_or_prohibited_product: 0.387
2026-08-14 06:41:29,736 | INFO | MainThread |   direct_exhortation: 0.338
2026-08-14 06:41:29,736 | INFO | MainThread |   hfss_food_marketing: 0.278
2026-08-14 06:41:29,736 | INFO | MainThread |   inadequate_disclosure: 0.464
2026-08-14 06:41:29,736 | INFO | MainThread |   insufficient_context: 0.560
2026-08-14 06:41:29,737 | INFO | MainThread |   misleading_claim: 0.700
2026-08-14 06:41:29,737 | INFO | MainThread |   no_flag: 0.546
2026-08-14 06:41:29,737 | INFO | MainThread |   undisclosed_advertising: 0.817
2026-08-14 06:41:29,737 | INFO | MainThread | === test-holdout (final check) ===
2026-08-14 06:41:29,737 | INFO | MainThread | st3_macro_f1=0.457 st3_family_macro_f1=0.575
2026-08-14 06:41:29,737 | INFO | MainThread |   age_restricted_or_prohibited_product: 0.267
2026-08-14 06:41:29,737 | INFO | MainThread |   direct_exhortation: 0.271
2026-08-14 06:41:29,737 | INFO | MainThread |   hfss_food_marketing: 0.381
2026-08-14 06:41:29,737 | INFO | MainThread |   inadequate_disclosure: 0.460
2026-08-14 06:41:29,737 | INFO | MainThread |   insufficient_context: 0.250
2026-08-14 06:41:29,737 | INFO | MainThread |   misleading_claim: 0.741
2026-08-14 06:41:29,737 | INFO | MainThread |   no_flag: 0.537
2026-08-14 06:41:29,737 | INFO | MainThread |   undisclosed_advertising: 0.752
2026-08-14 06:41:30,586 | INFO | MainThread | === top 20 features by mean importance across per-label trees ===
2026-08-14 06:41:30,586 | INFO | MainThread |   disclosure_relative_position: 0.0247
2026-08-14 06:41:30,586 | INFO | MainThread |   transcript_word_len: 0.0245
2026-08-14 06:41:30,586 | INFO | MainThread |   transcript_char_len: 0.0243
2026-08-14 06:41:30,586 | INFO | MainThread |   transcript_has_disclosure_lang: 0.0214
2026-08-14 06:41:30,586 | INFO | MainThread |   official_disclosure_true: 0.0203
2026-08-14 06:41:30,586 | INFO | MainThread |   official_disclosure_false: 0.0194
2026-08-14 06:41:30,586 | INFO | MainThread |   tfidf__video: 0.0121
2026-08-14 06:41:30,586 | INFO | MainThread |   imperative_verb_density: 0.0109
2026-08-14 06:41:30,586 | INFO | MainThread |   imperative_verb_count: 0.0101
2026-08-14 06:41:30,587 | INFO | MainThread |   description_has_disclosure_lang: 0.0101
2026-08-14 06:41:30,587 | INFO | MainThread |   tfidf__link: 0.0100
2026-08-14 06:41:30,587 | INFO | MainThread |   tfidf__code: 0.0087
2026-08-14 06:41:30,587 | INFO | MainThread |   tfidf__just: 0.0084
2026-08-14 06:41:30,587 | INFO | MainThread |   tfidf__sponsor: 0.0083
2026-08-14 06:41:30,587 | INFO | MainThread |   tfidf__sponsoring: 0.0072
2026-08-14 06:41:30,587 | INFO | MainThread |   imperative_zero: 0.0067
2026-08-14 06:41:30,587 | INFO | MainThread |   tfidf__don: 0.0065
2026-08-14 06:41:30,587 | INFO | MainThread |   tfidf__use: 0.0064
2026-08-14 06:41:30,587 | INFO | MainThread |   tfidf__know: 0.0059
2026-08-14 06:41:30,587 | INFO | MainThread |   tfidf__right: 0.0059
2026-08-14 06:41:30,590 | INFO | MainThread | wrote test-holdout predictions to runs/submission_dt_20260814_063805.jsonl
2026-08-14 06:41:30,592 | INFO | MainThread | appended results row to runs/baseline_decision_tree/results.csv
