2026-08-14 06:29:11,646 | INFO | MainThread | logging to runs/baseline_decision_tree/run_20260814_062911_mlp_pytorch_scratch.log
2026-08-14 06:29:32,840 | INFO | MainThread | epoch 190: train_loss=0.6475 dev_st3_macro_f1=0.455
2026-08-14 06:29:32,867 | INFO | MainThread | epoch 200: train_loss=0.6297 dev_st3_macro_f1=0.462
2026-08-14 06:29:32,896 | INFO | MainThread | epoch 210: train_loss=0.6358 dev_st3_macro_f1=0.465
2026-08-14 06:29:32,925 | INFO | MainThread | epoch 220: train_loss=0.6382 dev_st3_macro_f1=0.467
2026-08-14 06:29:32,951 | INFO | MainThread | epoch 230: train_loss=0.6095 dev_st3_macro_f1=0.470
2026-08-14 06:29:32,979 | INFO | MainThread | epoch 240: train_loss=0.6182 dev_st3_macro_f1=0.470
2026-08-14 06:29:33,006 | INFO | MainThread | epoch 250: train_loss=0.6267 dev_st3_macro_f1=0.473
2026-08-14 06:29:33,032 | INFO | MainThread | epoch 260: train_loss=0.6353 dev_st3_macro_f1=0.462
2026-08-14 06:29:33,057 | INFO | MainThread | epoch 270: train_loss=0.6081 dev_st3_macro_f1=0.465
2026-08-14 06:29:33,086 | INFO | MainThread | epoch 280: train_loss=0.5889 dev_st3_macro_f1=0.462
2026-08-14 06:29:33,114 | INFO | MainThread | epoch 290: train_loss=0.5854 dev_st3_macro_f1=0.470
2026-08-14 06:29:33,144 | INFO | MainThread | epoch 300: train_loss=0.5946 dev_st3_macro_f1=0.475
2026-08-14 06:29:33,144 | INFO | MainThread | selected epoch=300 by dev_st3_macro_f1=0.475
2026-08-14 06:29:33,144 | INFO | MainThread | tuned per-label thresholds: {'age_restricted_or_prohibited_product': 0.5, 'direct_exhortation': 0.45, 'hfss_food_marketing': 0.95, 'inadequate_disclosure': 0.45, 'insufficient_context': 0.6, 'misleading_claim': 0.35, 'no_flag': 0.5, 'undisclosed_advertising': 0.75}
2026-08-14 06:29:33,172 | INFO | MainThread | === train (fit) ===
2026-08-14 06:29:33,172 | INFO | MainThread | st3_macro_f1=0.557 st3_family_macro_f1=0.657
2026-08-14 06:29:33,172 | INFO | MainThread | === dev (model + threshold selection) ===
2026-08-14 06:29:33,172 | INFO | MainThread | st3_macro_f1=0.475 st3_family_macro_f1=0.534
2026-08-14 06:29:33,172 | INFO | MainThread |   age_restricted_or_prohibited_product: 0.258
2026-08-14 06:29:33,172 | INFO | MainThread |   direct_exhortation: 0.286
2026-08-14 06:29:33,173 | INFO | MainThread |   hfss_food_marketing: 0.333
2026-08-14 06:29:33,173 | INFO | MainThread |   inadequate_disclosure: 0.371
2026-08-14 06:29:33,173 | INFO | MainThread |   insufficient_context: 0.533
2026-08-14 06:29:33,173 | INFO | MainThread |   misleading_claim: 0.670
2026-08-14 06:29:33,173 | INFO | MainThread |   no_flag: 0.514
2026-08-14 06:29:33,173 | INFO | MainThread |   undisclosed_advertising: 0.832
2026-08-14 06:29:33,173 | INFO | MainThread | === test-holdout (final check) ===
2026-08-14 06:29:33,173 | INFO | MainThread | st3_macro_f1=0.484 st3_family_macro_f1=0.572
2026-08-14 06:29:33,173 | INFO | MainThread |   age_restricted_or_prohibited_product: 0.333
2026-08-14 06:29:33,173 | INFO | MainThread |   direct_exhortation: 0.299
2026-08-14 06:29:33,173 | INFO | MainThread |   hfss_food_marketing: 0.143
2026-08-14 06:29:33,173 | INFO | MainThread |   inadequate_disclosure: 0.453
2026-08-14 06:29:33,174 | INFO | MainThread |   insufficient_context: 0.667
2026-08-14 06:29:33,174 | INFO | MainThread |   misleading_claim: 0.658
2026-08-14 06:29:33,174 | INFO | MainThread |   no_flag: 0.540
2026-08-14 06:29:33,174 | INFO | MainThread |   undisclosed_advertising: 0.780
2026-08-14 06:29:33,176 | INFO | MainThread | wrote test-holdout predictions to runs/submission_mlp_20260814_062911.jsonl
2026-08-14 06:29:33,181 | INFO | MainThread | appended results row to runs/baseline_decision_tree/results.csv
