2026-08-14 06:28:24,924 | INFO | MainThread | logging to runs/baseline_decision_tree/run_20260814_062824_mlp_pytorch_scratch.log
2026-08-14 06:28:46,382 | INFO | MainThread |   no_flag: 0.554
2026-08-14 06:28:46,382 | INFO | MainThread |   undisclosed_advertising: 0.759
2026-08-14 06:28:46,382 | INFO | MainThread | === test-holdout (final check) ===
2026-08-14 06:28:46,382 | INFO | MainThread | st3_macro_f1=0.422 st3_family_macro_f1=0.530
2026-08-14 06:28:46,382 | INFO | MainThread |   age_restricted_or_prohibited_product: 0.154
2026-08-14 06:28:46,382 | INFO | MainThread |   direct_exhortation: 0.325
2026-08-14 06:28:46,382 | INFO | MainThread |   hfss_food_marketing: 0.267
2026-08-14 06:28:46,382 | INFO | MainThread |   inadequate_disclosure: 0.463
2026-08-14 06:28:46,382 | INFO | MainThread |   insufficient_context: 0.182
2026-08-14 06:28:46,382 | INFO | MainThread |   misleading_claim: 0.717
2026-08-14 06:28:46,382 | INFO | MainThread |   no_flag: 0.513
2026-08-14 06:28:46,383 | INFO | MainThread |   undisclosed_advertising: 0.757
2026-08-14 06:28:46,386 | INFO | MainThread | wrote test-holdout predictions to runs/submission_mlp_20260814_062824.jsonl
2026-08-14 06:28:46,421 | INFO | MainThread | appended results row to runs/baseline_decision_tree/results.csv
