2026-08-14 06:24:45,269 | INFO | MainThread | logging to runs/baseline_decision_tree/run_20260814_062445_decision_tree_sklearn.log
2026-08-14 06:34:01,822 | INFO | MainThread | tuned per-label thresholds: {'age_restricted_or_prohibited_product': 0.15, 'direct_exhortation': 0.35, 'hfss_food_marketing': 0.1, 'inadequate_disclosure': 0.3, 'insufficient_context': 0.55, 'misleading_claim': 0.35, 'no_flag': 0.45, 'undisclosed_advertising': 0.35}
2026-08-14 06:34:02,904 | INFO | MainThread | === train (fit) ===
2026-08-14 06:34:02,904 | INFO | MainThread | st3_macro_f1=0.794 st3_family_macro_f1=0.858
2026-08-14 06:34:02,904 | INFO | MainThread | === dev (model + threshold selection) ===
2026-08-14 06:34:02,904 | INFO | MainThread | st3_macro_f1=0.512 st3_family_macro_f1=0.590
2026-08-14 06:34:02,904 | INFO | MainThread |   age_restricted_or_prohibited_product: 0.277
2026-08-14 06:34:02,904 | INFO | MainThread |   direct_exhortation: 0.355
2026-08-14 06:34:02,904 | INFO | MainThread |   hfss_food_marketing: 0.256
2026-08-14 06:34:02,905 | INFO | MainThread |   inadequate_disclosure: 0.488
2026-08-14 06:34:02,905 | INFO | MainThread |   insufficient_context: 0.609
2026-08-14 06:34:02,905 | INFO | MainThread |   misleading_claim: 0.722
2026-08-14 06:34:02,905 | INFO | MainThread |   no_flag: 0.556
2026-08-14 06:34:02,905 | INFO | MainThread |   undisclosed_advertising: 0.831
2026-08-14 06:34:02,905 | INFO | MainThread | === test-holdout (final check) ===
2026-08-14 06:34:02,905 | INFO | MainThread | st3_macro_f1=0.525 st3_family_macro_f1=0.619
2026-08-14 06:34:02,905 | INFO | MainThread |   age_restricted_or_prohibited_product: 0.250
2026-08-14 06:34:02,905 | INFO | MainThread |   direct_exhortation: 0.387
2026-08-14 06:34:02,905 | INFO | MainThread |   hfss_food_marketing: 0.392
2026-08-14 06:34:02,905 | INFO | MainThread |   inadequate_disclosure: 0.500
2026-08-14 06:34:02,905 | INFO | MainThread |   insufficient_context: 0.500
2026-08-14 06:34:02,906 | INFO | MainThread |   misleading_claim: 0.729
2026-08-14 06:34:02,906 | INFO | MainThread |   no_flag: 0.614
2026-08-14 06:34:02,906 | INFO | MainThread |   undisclosed_advertising: 0.828
2026-08-14 06:34:03,281 | INFO | MainThread | === top 20 features by mean importance across per-label trees ===
2026-08-14 06:34:03,281 | INFO | MainThread |   transcript_word_len: 0.0246
2026-08-14 06:34:03,282 | INFO | MainThread |   transcript_char_len: 0.0242
2026-08-14 06:34:03,282 | INFO | MainThread |   disclosure_relative_position: 0.0229
2026-08-14 06:34:03,282 | INFO | MainThread |   transcript_has_disclosure_lang: 0.0205
2026-08-14 06:34:03,282 | INFO | MainThread |   official_disclosure_true: 0.0189
2026-08-14 06:34:03,282 | INFO | MainThread |   official_disclosure_false: 0.0117
2026-08-14 06:34:03,282 | INFO | MainThread |   tfidf__just: 0.0097
2026-08-14 06:34:03,282 | INFO | MainThread |   imperative_verb_density: 0.0093
2026-08-14 06:34:03,282 | INFO | MainThread |   imperative_verb_count: 0.0092
2026-08-14 06:34:03,282 | INFO | MainThread |   tfidf__link: 0.0077
2026-08-14 06:34:03,282 | INFO | MainThread |   tfidf__code: 0.0076
2026-08-14 06:34:03,282 | INFO | MainThread |   imperative_zero: 0.0075
2026-08-14 06:34:03,282 | INFO | MainThread |   description_has_disclosure_lang: 0.0075
2026-08-14 06:34:03,282 | INFO | MainThread |   tfidf__sponsor: 0.0072
2026-08-14 06:34:03,282 | INFO | MainThread |   tfidf__sponsoring: 0.0069
2026-08-14 06:34:03,282 | INFO | MainThread |   tfidf__video: 0.0068
2026-08-14 06:34:03,282 | INFO | MainThread |   tfidf__use: 0.0062
2026-08-14 06:34:03,282 | INFO | MainThread |   tfidf__sponsored: 0.0061
2026-08-14 06:34:03,282 | INFO | MainThread |   age_restricted__energy_caffeine: 0.0059
2026-08-14 06:34:03,282 | INFO | MainThread |   tfidf__com: 0.0057
2026-08-14 06:34:03,285 | INFO | MainThread | wrote test-holdout predictions to runs/submission_dt_20260814_062445.jsonl
2026-08-14 06:34:03,287 | INFO | MainThread | appended results row to runs/baseline_decision_tree/results.csv
