2026-08-14 06:29:49,541 | INFO | MainThread | logging to runs/baseline_decision_tree/run_20260814_062949_mlp_pytorch_scratch.log
2026-08-14 06:30:10,489 | INFO | MainThread | epoch 560: train_loss=0.5288 dev_st3_macro_f1=0.471
2026-08-14 06:30:10,532 | INFO | MainThread | epoch 580: train_loss=0.5355 dev_st3_macro_f1=0.473
2026-08-14 06:30:10,579 | INFO | MainThread | epoch 600: train_loss=0.5096 dev_st3_macro_f1=0.460
2026-08-14 06:30:10,620 | INFO | MainThread | epoch 620: train_loss=0.5237 dev_st3_macro_f1=0.466
2026-08-14 06:30:10,659 | INFO | MainThread | epoch 640: train_loss=0.5164 dev_st3_macro_f1=0.462
2026-08-14 06:30:10,700 | INFO | MainThread | epoch 660: train_loss=0.5148 dev_st3_macro_f1=0.463
2026-08-14 06:30:10,743 | INFO | MainThread | epoch 680: train_loss=0.5135 dev_st3_macro_f1=0.469
2026-08-14 06:30:10,784 | INFO | MainThread | epoch 700: train_loss=0.5060 dev_st3_macro_f1=0.471
2026-08-14 06:30:10,826 | INFO | MainThread | epoch 720: train_loss=0.4972 dev_st3_macro_f1=0.476
2026-08-14 06:30:10,869 | INFO | MainThread | epoch 740: train_loss=0.5005 dev_st3_macro_f1=0.467
2026-08-14 06:30:10,909 | INFO | MainThread | epoch 760: train_loss=0.5007 dev_st3_macro_f1=0.468
2026-08-14 06:30:10,952 | INFO | MainThread | epoch 780: train_loss=0.5065 dev_st3_macro_f1=0.465
2026-08-14 06:30:10,994 | INFO | MainThread | epoch 800: train_loss=0.5062 dev_st3_macro_f1=0.472
2026-08-14 06:30:10,994 | INFO | MainThread | selected epoch=500 by dev_st3_macro_f1=0.481
2026-08-14 06:30:10,995 | INFO | MainThread | tuned per-label thresholds: {'age_restricted_or_prohibited_product': 0.95, 'direct_exhortation': 0.45, 'hfss_food_marketing': 0.95, 'inadequate_disclosure': 0.4, 'insufficient_context': 0.45, 'misleading_claim': 0.4, 'no_flag': 0.5, 'undisclosed_advertising': 0.65}
2026-08-14 06:30:11,021 | INFO | MainThread | === train (fit) ===
2026-08-14 06:30:11,022 | INFO | MainThread | st3_macro_f1=0.610 st3_family_macro_f1=0.681
2026-08-14 06:30:11,022 | INFO | MainThread | === dev (model + threshold selection) ===
2026-08-14 06:30:11,022 | INFO | MainThread | st3_macro_f1=0.481 st3_family_macro_f1=0.545
2026-08-14 06:30:11,022 | INFO | MainThread |   age_restricted_or_prohibited_product: 0.316
2026-08-14 06:30:11,022 | INFO | MainThread |   direct_exhortation: 0.307
2026-08-14 06:30:11,022 | INFO | MainThread |   hfss_food_marketing: 0.333
2026-08-14 06:30:11,023 | INFO | MainThread |   inadequate_disclosure: 0.410
2026-08-14 06:30:11,023 | INFO | MainThread |   insufficient_context: 0.444
2026-08-14 06:30:11,023 | INFO | MainThread |   misleading_claim: 0.677
2026-08-14 06:30:11,023 | INFO | MainThread |   no_flag: 0.528
2026-08-14 06:30:11,023 | INFO | MainThread |   undisclosed_advertising: 0.835
2026-08-14 06:30:11,023 | INFO | MainThread | === test-holdout (final check) ===
2026-08-14 06:30:11,023 | INFO | MainThread | st3_macro_f1=0.426 st3_family_macro_f1=0.521
2026-08-14 06:30:11,023 | INFO | MainThread |   age_restricted_or_prohibited_product: 0.190
2026-08-14 06:30:11,024 | INFO | MainThread |   direct_exhortation: 0.281
2026-08-14 06:30:11,024 | INFO | MainThread |   hfss_food_marketing: 0.143
2026-08-14 06:30:11,024 | INFO | MainThread |   inadequate_disclosure: 0.442
2026-08-14 06:30:11,024 | INFO | MainThread |   insufficient_context: 0.333
2026-08-14 06:30:11,024 | INFO | MainThread |   misleading_claim: 0.669
2026-08-14 06:30:11,024 | INFO | MainThread |   no_flag: 0.548
2026-08-14 06:30:11,024 | INFO | MainThread |   undisclosed_advertising: 0.803
2026-08-14 06:30:11,027 | INFO | MainThread | wrote test-holdout predictions to runs/submission_mlp_20260814_062949.jsonl
2026-08-14 06:30:11,030 | INFO | MainThread | appended results row to runs/baseline_decision_tree/results.csv
