2026-08-07 19:22:19,201 | INFO | MainThread | logging to runs/run_20260807_192219_lora_train_nlpaueb_legal-bert-base-uncased.log
2026-08-07 20:08:12,579 | INFO | MainThread | epoch 24 dev metrics: st1_macro_f1=0.560, st2_macro_f1=0.427, st3_macro_f1=0.260, st3_family_macro_f1=0.408, mean_macro_f1=0.416
2026-08-07 20:09:56,571 | INFO | MainThread | epoch 25: mean train loss = 0.4262
2026-08-07 20:10:06,696 | INFO | MainThread | epoch 25 dev metrics: st1_macro_f1=0.554, st2_macro_f1=0.414, st3_macro_f1=0.274, st3_family_macro_f1=0.427, mean_macro_f1=0.414
2026-08-07 20:11:51,023 | INFO | MainThread | epoch 26: mean train loss = 0.4224
2026-08-07 20:12:01,148 | INFO | MainThread | epoch 26 dev metrics: st1_macro_f1=0.580, st2_macro_f1=0.442, st3_macro_f1=0.271, st3_family_macro_f1=0.417, mean_macro_f1=0.431
2026-08-07 20:13:45,375 | INFO | MainThread | epoch 27: mean train loss = 0.4041
2026-08-07 20:13:55,502 | INFO | MainThread | epoch 27 dev metrics: st1_macro_f1=0.565, st2_macro_f1=0.460, st3_macro_f1=0.287, st3_family_macro_f1=0.452, mean_macro_f1=0.437
2026-08-07 20:15:39,832 | INFO | MainThread | epoch 28: mean train loss = 0.3990
2026-08-07 20:15:50,058 | INFO | MainThread | epoch 28 dev metrics: st1_macro_f1=0.588, st2_macro_f1=0.450, st3_macro_f1=0.271, st3_family_macro_f1=0.413, mean_macro_f1=0.436
2026-08-07 20:17:34,320 | INFO | MainThread | epoch 29: mean train loss = 0.4056
2026-08-07 20:17:44,547 | INFO | MainThread | epoch 29 dev metrics: st1_macro_f1=0.575, st2_macro_f1=0.425, st3_macro_f1=0.280, st3_family_macro_f1=0.442, mean_macro_f1=0.427
2026-08-07 20:19:28,782 | INFO | MainThread | epoch 30: mean train loss = 0.3859
2026-08-07 20:19:38,965 | INFO | MainThread | epoch 30 dev metrics: st1_macro_f1=0.589, st2_macro_f1=0.465, st3_macro_f1=0.283, st3_family_macro_f1=0.440, mean_macro_f1=0.446
2026-08-07 20:19:39,014 | INFO | MainThread | epoch 30: new best mean_macro_f1=0.446, saved to runs/lora_legalbert/best
2026-08-07 20:21:23,378 | INFO | MainThread | epoch 31: mean train loss = 0.3729
2026-08-07 20:21:33,595 | INFO | MainThread | epoch 31 dev metrics: st1_macro_f1=0.604, st2_macro_f1=0.452, st3_macro_f1=0.277, st3_family_macro_f1=0.434, mean_macro_f1=0.445
2026-08-07 20:23:17,882 | INFO | MainThread | epoch 32: mean train loss = 0.3620
2026-08-07 20:23:27,987 | INFO | MainThread | epoch 32 dev metrics: st1_macro_f1=0.559, st2_macro_f1=0.467, st3_macro_f1=0.293, st3_family_macro_f1=0.455, mean_macro_f1=0.440
2026-08-07 20:25:12,293 | INFO | MainThread | epoch 33: mean train loss = 0.3513
2026-08-07 20:25:22,383 | INFO | MainThread | epoch 33 dev metrics: st1_macro_f1=0.580, st2_macro_f1=0.468, st3_macro_f1=0.302, st3_family_macro_f1=0.487, mean_macro_f1=0.450
2026-08-07 20:25:22,442 | INFO | MainThread | epoch 33: new best mean_macro_f1=0.450, saved to runs/lora_legalbert/best
2026-08-07 20:27:07,175 | INFO | MainThread | epoch 34: mean train loss = 0.3509
2026-08-07 20:27:17,327 | INFO | MainThread | epoch 34 dev metrics: st1_macro_f1=0.591, st2_macro_f1=0.445, st3_macro_f1=0.288, st3_family_macro_f1=0.437, mean_macro_f1=0.442
2026-08-07 20:29:01,112 | INFO | MainThread | epoch 35: mean train loss = 0.3449
2026-08-07 20:29:11,392 | INFO | MainThread | epoch 35 dev metrics: st1_macro_f1=0.627, st2_macro_f1=0.468, st3_macro_f1=0.296, st3_family_macro_f1=0.442, mean_macro_f1=0.464
2026-08-07 20:29:11,444 | INFO | MainThread | epoch 35: new best mean_macro_f1=0.464, saved to runs/lora_legalbert/best
2026-08-07 20:30:55,729 | INFO | MainThread | epoch 36: mean train loss = 0.3405
2026-08-07 20:31:05,932 | INFO | MainThread | epoch 36 dev metrics: st1_macro_f1=0.591, st2_macro_f1=0.482, st3_macro_f1=0.296, st3_family_macro_f1=0.458, mean_macro_f1=0.456
2026-08-07 20:32:49,986 | INFO | MainThread | epoch 37: mean train loss = 0.3258
2026-08-07 20:33:00,052 | INFO | MainThread | epoch 37 dev metrics: st1_macro_f1=0.612, st2_macro_f1=0.464, st3_macro_f1=0.291, st3_family_macro_f1=0.451, mean_macro_f1=0.456
2026-08-07 20:34:44,208 | INFO | MainThread | epoch 38: mean train loss = 0.3198
2026-08-07 20:34:54,153 | INFO | MainThread | epoch 38 dev metrics: st1_macro_f1=0.576, st2_macro_f1=0.480, st3_macro_f1=0.282, st3_family_macro_f1=0.446, mean_macro_f1=0.446
2026-08-07 20:36:37,136 | INFO | MainThread | epoch 39: mean train loss = 0.3116
2026-08-07 20:36:47,279 | INFO | MainThread | epoch 39 dev metrics: st1_macro_f1=0.601, st2_macro_f1=0.490, st3_macro_f1=0.303, st3_family_macro_f1=0.445, mean_macro_f1=0.465
2026-08-07 20:36:47,356 | INFO | MainThread | epoch 39: new best mean_macro_f1=0.465, saved to runs/lora_legalbert/best
2026-08-07 20:38:30,158 | INFO | MainThread | epoch 40: mean train loss = 0.3078
2026-08-07 20:38:40,213 | INFO | MainThread | epoch 40 dev metrics: st1_macro_f1=0.611, st2_macro_f1=0.467, st3_macro_f1=0.306, st3_family_macro_f1=0.448, mean_macro_f1=0.461
2026-08-07 20:40:23,057 | INFO | MainThread | epoch 41: mean train loss = 0.3068
2026-08-07 20:40:33,017 | INFO | MainThread | epoch 41 dev metrics: st1_macro_f1=0.611, st2_macro_f1=0.492, st3_macro_f1=0.285, st3_family_macro_f1=0.435, mean_macro_f1=0.462
2026-08-07 20:42:15,794 | INFO | MainThread | epoch 42: mean train loss = 0.2931
2026-08-07 20:42:25,969 | INFO | MainThread | epoch 42 dev metrics: st1_macro_f1=0.606, st2_macro_f1=0.487, st3_macro_f1=0.291, st3_family_macro_f1=0.436, mean_macro_f1=0.461
2026-08-07 20:44:08,934 | INFO | MainThread | epoch 43: mean train loss = 0.2916
2026-08-07 20:44:18,854 | INFO | MainThread | epoch 43 dev metrics: st1_macro_f1=0.602, st2_macro_f1=0.496, st3_macro_f1=0.301, st3_family_macro_f1=0.479, mean_macro_f1=0.467
2026-08-07 20:44:18,922 | INFO | MainThread | epoch 43: new best mean_macro_f1=0.467, saved to runs/lora_legalbert/best
2026-08-07 20:46:01,755 | INFO | MainThread | epoch 44: mean train loss = 0.2813
2026-08-07 20:46:11,835 | INFO | MainThread | epoch 44 dev metrics: st1_macro_f1=0.569, st2_macro_f1=0.490, st3_macro_f1=0.303, st3_family_macro_f1=0.456, mean_macro_f1=0.454
2026-08-07 20:47:54,673 | INFO | MainThread | epoch 45: mean train loss = 0.2757
2026-08-07 20:48:04,625 | INFO | MainThread | epoch 45 dev metrics: st1_macro_f1=0.581, st2_macro_f1=0.494, st3_macro_f1=0.293, st3_family_macro_f1=0.460, mean_macro_f1=0.456
2026-08-07 20:49:47,604 | INFO | MainThread | epoch 46: mean train loss = 0.2625
2026-08-07 20:49:57,528 | INFO | MainThread | epoch 46 dev metrics: st1_macro_f1=0.578, st2_macro_f1=0.468, st3_macro_f1=0.319, st3_family_macro_f1=0.501, mean_macro_f1=0.455
2026-08-07 20:51:40,893 | INFO | MainThread | epoch 47: mean train loss = 0.2626
2026-08-07 20:51:51,241 | INFO | MainThread | epoch 47 dev metrics: st1_macro_f1=0.568, st2_macro_f1=0.485, st3_macro_f1=0.288, st3_family_macro_f1=0.431, mean_macro_f1=0.447
2026-08-07 20:53:34,276 | INFO | MainThread | epoch 48: mean train loss = 0.2671
2026-08-07 20:53:44,286 | INFO | MainThread | epoch 48 dev metrics: st1_macro_f1=0.605, st2_macro_f1=0.497, st3_macro_f1=0.302, st3_family_macro_f1=0.444, mean_macro_f1=0.468
2026-08-07 20:53:44,405 | INFO | MainThread | epoch 48: new best mean_macro_f1=0.468, saved to runs/lora_legalbert/best
2026-08-07 20:55:27,096 | INFO | MainThread | epoch 49: mean train loss = 0.2498
2026-08-07 20:55:37,101 | INFO | MainThread | epoch 49 dev metrics: st1_macro_f1=0.582, st2_macro_f1=0.491, st3_macro_f1=0.292, st3_family_macro_f1=0.423, mean_macro_f1=0.455
2026-08-07 20:57:20,017 | INFO | MainThread | epoch 50: mean train loss = 0.2445
2026-08-07 20:57:29,981 | INFO | MainThread | epoch 50 dev metrics: st1_macro_f1=0.578, st2_macro_f1=0.467, st3_macro_f1=0.306, st3_family_macro_f1=0.481, mean_macro_f1=0.450
2026-08-07 20:59:13,034 | INFO | MainThread | epoch 51: mean train loss = 0.2364
2026-08-07 20:59:22,946 | INFO | MainThread | epoch 51 dev metrics: st1_macro_f1=0.565, st2_macro_f1=0.478, st3_macro_f1=0.309, st3_family_macro_f1=0.486, mean_macro_f1=0.451
2026-08-07 21:01:05,822 | INFO | MainThread | epoch 52: mean train loss = 0.2303
2026-08-07 21:01:15,824 | INFO | MainThread | epoch 52 dev metrics: st1_macro_f1=0.572, st2_macro_f1=0.511, st3_macro_f1=0.273, st3_family_macro_f1=0.495, mean_macro_f1=0.452
2026-08-07 21:02:58,633 | INFO | MainThread | epoch 53: mean train loss = 0.2280
2026-08-07 21:03:08,692 | INFO | MainThread | epoch 53 dev metrics: st1_macro_f1=0.624, st2_macro_f1=0.491, st3_macro_f1=0.291, st3_family_macro_f1=0.456, mean_macro_f1=0.469
2026-08-07 21:03:08,789 | INFO | MainThread | epoch 53: new best mean_macro_f1=0.469, saved to runs/lora_legalbert/best
2026-08-07 21:04:51,676 | INFO | MainThread | epoch 54: mean train loss = 0.2245
2026-08-07 21:05:01,540 | INFO | MainThread | epoch 54 dev metrics: st1_macro_f1=0.585, st2_macro_f1=0.482, st3_macro_f1=0.328, st3_family_macro_f1=0.520, mean_macro_f1=0.465
2026-08-07 21:06:44,568 | INFO | MainThread | epoch 55: mean train loss = 0.2185
2026-08-07 21:06:54,493 | INFO | MainThread | epoch 55 dev metrics: st1_macro_f1=0.584, st2_macro_f1=0.536, st3_macro_f1=0.339, st3_family_macro_f1=0.532, mean_macro_f1=0.486
2026-08-07 21:06:54,578 | INFO | MainThread | epoch 55: new best mean_macro_f1=0.486, saved to runs/lora_legalbert/best
2026-08-07 21:08:37,444 | INFO | MainThread | epoch 56: mean train loss = 0.2067
2026-08-07 21:08:47,442 | INFO | MainThread | epoch 56 dev metrics: st1_macro_f1=0.587, st2_macro_f1=0.505, st3_macro_f1=0.303, st3_family_macro_f1=0.477, mean_macro_f1=0.465
2026-08-07 21:10:30,298 | INFO | MainThread | epoch 57: mean train loss = 0.2007
2026-08-07 21:10:40,323 | INFO | MainThread | epoch 57 dev metrics: st1_macro_f1=0.581, st2_macro_f1=0.518, st3_macro_f1=0.309, st3_family_macro_f1=0.483, mean_macro_f1=0.469
2026-08-07 21:12:23,237 | INFO | MainThread | epoch 58: mean train loss = 0.1957
2026-08-07 21:12:33,160 | INFO | MainThread | epoch 58 dev metrics: st1_macro_f1=0.581, st2_macro_f1=0.503, st3_macro_f1=0.303, st3_family_macro_f1=0.465, mean_macro_f1=0.462
2026-08-07 21:14:16,193 | INFO | MainThread | epoch 59: mean train loss = 0.1896
2026-08-07 21:14:26,072 | INFO | MainThread | epoch 59 dev metrics: st1_macro_f1=0.574, st2_macro_f1=0.497, st3_macro_f1=0.290, st3_family_macro_f1=0.460, mean_macro_f1=0.454
2026-08-07 21:16:08,810 | INFO | MainThread | epoch 60: mean train loss = 0.1822
2026-08-07 21:16:18,806 | INFO | MainThread | epoch 60 dev metrics: st1_macro_f1=0.573, st2_macro_f1=0.522, st3_macro_f1=0.275, st3_family_macro_f1=0.483, mean_macro_f1=0.456
2026-08-07 21:18:01,887 | INFO | MainThread | epoch 61: mean train loss = 0.1790
2026-08-07 21:18:11,996 | INFO | MainThread | epoch 61 dev metrics: st1_macro_f1=0.596, st2_macro_f1=0.484, st3_macro_f1=0.300, st3_family_macro_f1=0.474, mean_macro_f1=0.460
2026-08-07 21:20:18,865 | INFO | MainThread | epoch 62: mean train loss = 0.1730
2026-08-07 21:20:41,007 | INFO | MainThread | epoch 62 dev metrics: st1_macro_f1=0.603, st2_macro_f1=0.503, st3_macro_f1=0.297, st3_family_macro_f1=0.470, mean_macro_f1=0.468
2026-08-07 21:23:26,871 | INFO | MainThread | epoch 63: mean train loss = 0.1694
2026-08-07 21:23:36,718 | INFO | MainThread | epoch 63 dev metrics: st1_macro_f1=0.604, st2_macro_f1=0.478, st3_macro_f1=0.306, st3_family_macro_f1=0.479, mean_macro_f1=0.463
2026-08-07 21:25:19,802 | INFO | MainThread | epoch 64: mean train loss = 0.1608
2026-08-07 21:25:29,833 | INFO | MainThread | epoch 64 dev metrics: st1_macro_f1=0.607, st2_macro_f1=0.507, st3_macro_f1=0.312, st3_family_macro_f1=0.483, mean_macro_f1=0.475
2026-08-07 21:27:12,807 | INFO | MainThread | epoch 65: mean train loss = 0.1612
2026-08-07 21:27:22,711 | INFO | MainThread | epoch 65 dev metrics: st1_macro_f1=0.587, st2_macro_f1=0.527, st3_macro_f1=0.314, st3_family_macro_f1=0.462, mean_macro_f1=0.476
2026-08-07 21:29:05,487 | INFO | MainThread | epoch 66: mean train loss = 0.1549
2026-08-07 21:29:15,521 | INFO | MainThread | epoch 66 dev metrics: st1_macro_f1=0.577, st2_macro_f1=0.511, st3_macro_f1=0.302, st3_family_macro_f1=0.449, mean_macro_f1=0.463
2026-08-07 21:30:58,407 | INFO | MainThread | epoch 67: mean train loss = 0.1486
2026-08-07 21:31:08,320 | INFO | MainThread | epoch 67 dev metrics: st1_macro_f1=0.636, st2_macro_f1=0.545, st3_macro_f1=0.287, st3_family_macro_f1=0.452, mean_macro_f1=0.490
2026-08-07 21:31:08,988 | INFO | MainThread | epoch 67: new best mean_macro_f1=0.490, saved to runs/lora_legalbert/best
2026-08-07 21:32:52,007 | INFO | MainThread | epoch 68: mean train loss = 0.1506
2026-08-07 21:33:01,965 | INFO | MainThread | epoch 68 dev metrics: st1_macro_f1=0.571, st2_macro_f1=0.547, st3_macro_f1=0.361, st3_family_macro_f1=0.523, mean_macro_f1=0.493
2026-08-07 21:33:02,296 | INFO | MainThread | epoch 68: new best mean_macro_f1=0.493, saved to runs/lora_legalbert/best
2026-08-07 21:34:45,441 | INFO | MainThread | epoch 69: mean train loss = 0.1400
2026-08-07 21:34:55,400 | INFO | MainThread | epoch 69 dev metrics: st1_macro_f1=0.582, st2_macro_f1=0.514, st3_macro_f1=0.307, st3_family_macro_f1=0.481, mean_macro_f1=0.468
2026-08-07 21:36:38,297 | INFO | MainThread | epoch 70: mean train loss = 0.1373
2026-08-07 21:36:48,386 | INFO | MainThread | epoch 70 dev metrics: st1_macro_f1=0.608, st2_macro_f1=0.520, st3_macro_f1=0.313, st3_family_macro_f1=0.473, mean_macro_f1=0.481
2026-08-07 21:38:31,237 | INFO | MainThread | epoch 71: mean train loss = 0.1339
2026-08-07 21:38:41,143 | INFO | MainThread | epoch 71 dev metrics: st1_macro_f1=0.617, st2_macro_f1=0.530, st3_macro_f1=0.306, st3_family_macro_f1=0.469, mean_macro_f1=0.484
2026-08-07 21:40:24,246 | INFO | MainThread | epoch 72: mean train loss = 0.1307
2026-08-07 21:40:34,223 | INFO | MainThread | epoch 72 dev metrics: st1_macro_f1=0.592, st2_macro_f1=0.525, st3_macro_f1=0.343, st3_family_macro_f1=0.471, mean_macro_f1=0.487
2026-08-07 21:42:17,198 | INFO | MainThread | epoch 73: mean train loss = 0.1233
2026-08-07 21:42:27,059 | INFO | MainThread | epoch 73 dev metrics: st1_macro_f1=0.576, st2_macro_f1=0.539, st3_macro_f1=0.334, st3_family_macro_f1=0.487, mean_macro_f1=0.483
2026-08-07 21:44:09,840 | INFO | MainThread | epoch 74: mean train loss = 0.1181
2026-08-07 21:44:19,963 | INFO | MainThread | epoch 74 dev metrics: st1_macro_f1=0.586, st2_macro_f1=0.550, st3_macro_f1=0.371, st3_family_macro_f1=0.534, mean_macro_f1=0.502
2026-08-07 21:44:20,076 | INFO | MainThread | epoch 74: new best mean_macro_f1=0.502, saved to runs/lora_legalbert/best
2026-08-07 21:46:02,861 | INFO | MainThread | epoch 75: mean train loss = 0.1140
2026-08-07 21:46:12,831 | INFO | MainThread | epoch 75 dev metrics: st1_macro_f1=0.585, st2_macro_f1=0.546, st3_macro_f1=0.336, st3_family_macro_f1=0.487, mean_macro_f1=0.489
2026-08-07 21:47:55,895 | INFO | MainThread | epoch 76: mean train loss = 0.1112
2026-08-07 21:48:05,843 | INFO | MainThread | epoch 76 dev metrics: st1_macro_f1=0.632, st2_macro_f1=0.505, st3_macro_f1=0.342, st3_family_macro_f1=0.515, mean_macro_f1=0.493
2026-08-07 21:49:48,817 | INFO | MainThread | epoch 77: mean train loss = 0.1080
2026-08-07 21:49:58,645 | INFO | MainThread | epoch 77 dev metrics: st1_macro_f1=0.587, st2_macro_f1=0.532, st3_macro_f1=0.349, st3_family_macro_f1=0.517, mean_macro_f1=0.490
2026-08-07 21:51:41,261 | INFO | MainThread | epoch 78: mean train loss = 0.1009
2026-08-07 21:51:51,356 | INFO | MainThread | epoch 78 dev metrics: st1_macro_f1=0.673, st2_macro_f1=0.545, st3_macro_f1=0.361, st3_family_macro_f1=0.517, mean_macro_f1=0.526
2026-08-07 21:51:51,457 | INFO | MainThread | epoch 78: new best mean_macro_f1=0.526, saved to runs/lora_legalbert/best
2026-08-07 21:53:34,323 | INFO | MainThread | epoch 79: mean train loss = 0.1059
